car_id,price,fuel type,gear type,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,car,Trim,Drivetrain,Seats,Number of Cylinders,Horse Power,Registered city
swVSzWr8omkfFULrKNHoBddm,2246000,Petrol,Automatic,Lexus,RX,2003,Blue,Nigerian Used,297797.0,3000.0,Registered,Registered,SUV,,,,,,IMO
cqJRzMBQehCLpanGpJmYUJ4H,2940000,Petrol,Manual,Peugeot,307,2008,Red,Foreign Used,84019.0,1800.0,Imported,Imported,,,,,,,
g4LiOyVxhVtqtDU4vhCwzNhF,4680000,Petrol,Automatic,Ford,Focus,2012,White,Foreign Used,246460.0,2000.0,Imported,Imported,Sedan,S Sedan FWD (2.0L 4cyl 5M),Front Wheel,,4.0,,
lhzA4sNpCNhFKPeAJRfYXIwy,3744000,Petrol,Automatic,Kia,Sportage,2013,Black,Nigerian Used,58263.0,2000.0,Registered,Brand new,SUV,,,,,,ABUJA
ndJLJyGpNxWNCUOL0PI2StKR,2288000,Petrol,Manual,Toyota,Corolla,2009,Red,Nigerian Used,345555.0,1800.0,Registered,Imported,,,,,,,
gfyWoZi2rzCOOpdWMKv9basr,2704000,Petrol,Automatic,Hyundai,Elantra,2009,Black,Nigerian Used,323558.0,20000.0,Registered,Registered,,,,,,,
csgjvjrlKB9wb0QMPpN9UPy5,1575000,Petrol,Automatic,Buick,Rendezvous,2005,Blue,Nigerian Used,366251.0,3400.0,Registered,Registered,SUV,CX AWD (3.4L V6 4A),All Wheel,,6.0,,LAGOS
pMqWWk4yTXhEPUGB9HpZo7UC,2288000,Petrol,Automatic,Mercedes-Benz,C240,2003,Black,Nigerian Used,44564.0,2600.0,Registered,Registered,,,,,,,Lagos
7JJQOHPcTgjvD32tZLjQiq0q,2600000,Petrol,Automatic,Toyota,Sienna,2003,Gray,Nigerian Used,102445.0,3000.0,Registered,Registered,Minivan,LE,Front Wheel,7.0,6.0,210.0,
ilJ9x8Y6tjOjfsxrp0m2TPqz,2835000,Petrol,Automatic,Lexus,ES,2003,Blue,Foreign Used,250440.0,3300.0,Imported,Imported,Sedan,300,Front Wheel,5.0,6.0,210.0,
3pPoTIqKaqhTvzDAjiHCWQ4r,1575000,Petrol,Automatic,Toyota,Sienna,2001,Blue,Nigerian Used,299708.0,3000.0,Registered,Registered,,,,,,,AKWA IBOM
f0J7D2lf040RafPu6DCGy9vG,2840000,Petrol,Automatic,Acura,MDX,2003,Silver,Foreign Used,470754.0,3500.0,Imported,Imported,SUV,,,,,,
xCFQd9Kgljwg9DVxYxQLyrjJ,2808000,Petrol,Automatic,Lexus,GS,2006,White,Nigerian Used,173082.0,3000.0,Registered,Imported,,,,,,,
tX5OuDqVtMxU4soMTjZzcuzo,2310000,Petrol,Automatic,Hyundai,Elantra,2012,Black,Nigerian Used,1.0,1800.0,Registered,Registered,,,,,,,ONDO
yuuaetLLp89M0MCgSndlnk3s,2205000,Petrol,Automatic,Hyundai,Sonata,2009,Gray,Nigerian Used,246381.0,2400.0,Registered,Imported,,,,,,,Rivers
6DpfYZecraRL1AoXvSYB2rbT,2100000,Petrol,Manual,Nissan,Versa,2007,Black,Foreign Used,128301.0,1800.0,Imported,Imported,Hatchback,1.8 S Hatchback,Front Wheel,5.0,4.0,124.0,
4WosozaG4ZNqUksBoqb14gGb,2100000,Petrol,Automatic,Toyota,Highlander,2001,Red,Nigerian Used,168992.0,3000.0,Registered,Registered,SUV,,,,,,
hM4dgoS8cxLPI4AJFfEOLQQ5,3150000,Petrol,Automatic,BMW,328i,2005,Silver,Foreign Used,336940.0,2500.0,Imported,Imported,,,,,,,
nxYR3kEdC5cXdRPo78fILcAV,2100000,Petrol,Automatic,Toyota,Avalon,2007,Gray,Nigerian Used,288636.0,3500.0,Registered,Registered,,,,,,,
mQjZDvuV44QoTh8CHEMdZchc,1732500,Petrol,,Peugeot,407,2006,Silver,Nigerian Used,76500.0,2000.0,Registered,Imported,,2.0 ST Comfort,Front Wheel,5.0,,136.0,KADUNA
x9dkosBYaxQwO3d5oD3RC5rd,2912000,Petrol,Automatic,Toyota,Highlander,2006,Blue,Nigerian Used,151503.0,3300.0,Registered,Registered,,,,,,,NASARAWA
2KROd4MZAuiuoaPbzr2usNdR,2912000,Petrol,Automatic,Toyota,Avensis,2005,Green,Nigerian Used,235316.0,1800.0,Registered,Imported,Sedan,1.8 C,Front Wheel,5.0,4.0,129.0,IMO
p9zomoiyYOxBUfPWDlt2OG8M,1890000,Petrol,Automatic,Toyota,Matrix,2003,Blue,Nigerian Used,405391.0,1800.0,Registered,Registered,Hatchback,XR Hatchback AWD (1.8L 4cyl 4A),All Wheel,5.0,4.0,123.0,LAGOS
ay24IskT7ZG3EblrSMh0pkXT,1456000,Petrol,Automatic,Honda,CR-V,2002,Silver,Nigerian Used,163956.0,2400.0,Registered,Registered,SUV,,,,,,
fZrkklwkt5wiloMAjrwQiMQr,14700000,Petrol,Automatic,BMW,7 Series,2011,Black,Foreign Used,235755.0,3000.0,Imported,Imported,,,,,,,
bl6toUAlUcpve4eveupmVtCI,1768000,Petrol,Automatic,Toyota,Camry,2002,Blue,Nigerian Used,335508.0,3000.0,Registered,Imported,,,,,,,Lagos
CsQVOJJBuQxYgsRDiYrDhHjh,4160000,Petrol,Automatic,Mercedes-Benz,CLS,2007,Black,Nigerian Used,222751.0,5500.0,Registered,Imported,Sedan,500,Rear Wheel,4.0,8.0,306.0,Lagos
ph9cN5JxhJvg8GVvT1cPB51,4200000,Petrol,Automatic,Lexus,RX 350,2009,Green,Nigerian Used,199892.0,3500.0,Registered,Registered,SUV,,,,,,Lagos
l2beNpVJJMtoMdNWIgPlfEGY,2100000,Petrol,Automatic,Dodge,Grand Caravan,2005,Gray,Nigerian Used,384704.0,3000.0,Registered,Imported,,,,,,,ABUJA
5O7qfXZ7XRTVibObKfM2tJHf,5775000,Petrol,Automatic,Volkswagen,Tiguan,2010,Black,Foreign Used,307435.0,2000.0,Imported,Imported,SUV,,,,,,
Bd4pTpzdZbaGpNkXFpdo7Rzf,1950000,Petrol,Automatic,Jeep,Commander,2006,Gray,Nigerian Used,324292.0,4700.0,Registered,Imported,SUV,,,,,,
fxLzHHsEd1zljGTAf94d2YMZ,2600000,Petrol,Automatic,Toyota,Corolla,2007,Black,Nigerian Used,117425.0,1800.0,Registered,Registered,Sedan,CE,Front,5.0,4.0,128.0,
jGI8Uyq2zCcUg94muwKhaGH9,3360000,Petrol,Automatic,BMW,X3,2008,Gold,Foreign Used,208075.0,3000.0,Imported,Imported,SUV,,,,,,
f6OM714MwI4tDhubHFjolPp7,2625000,Petrol,Automatic,Ford,Edge,2013,Black,Nigerian Used,195035.0,3500.0,Registered,Imported,SUV,,,,,,
A4RferIPEW3xwYGBEAQFHnSV,2600000,Petrol,Automatic,Toyota,Corolla,2004,Blue,Nigerian Used,212253.0,1800.0,Registered,Registered,,,,,,,LAGOS
avcH9I3SCEPx8Yd9mgrWqhnA,2288000,Petrol,Automatic,Toyota,Corolla,2003,Blue,Nigerian Used,139526.0,180000.0,Registered,Registered,,,,,,,Abuja
mHkh5PC6xnyUGkzdtkZQEx7H,2808000,Petrol,Manual,Toyota,Corolla,2006,Black,Foreign Used,209759.0,1400.0,Imported,Imported,,,,,,,
C6HcH60g8lEkprLMY7T3mOBM,3432000,Petrol,Automatic,Lexus,ES,2003,Black,Foreign Used,291583.0,3000.0,Imported,Imported,,,,,,,
rHWhmqlcJG2JZtnI4OloNTFF,1995000,Petrol,Automatic,Nissan,Pathfinder,2008,Blue,Nigerian Used,211620.0,4000.0,Registered,Imported,SUV,SE 4x4,All Wheel,7.0,6.0,270.0,LAGOS
BQFoJ2ywNgb67alZq3rieCio,2625000,Petrol,Manual,Volkswagen,Sharan,2001,Green,Foreign Used,338952.0,1800.0,Imported,Imported,,,,,,,
eJpOr395vOAzdEOTJ855yt5q,2288000,Petrol,Automatic,Honda,Pilot,2005,Blue,Nigerian Used,345380.0,3500.0,Registered,Registered,SUV,EX 4x4 (3.5L 6cyl 5A),All Wheel,8.0,6.0,243.0,LAGOS
k0Ro7csRjuuZA5bbjtN8aS9F,1890000,Petrol,CVT,Nissan,Murano,2011,Red,Nigerian Used,102760.0,3500.0,Registered,Registered,SUV,LE,Front Wheel,5.0,6.0,264.0,
BDxXJbGMDzqtmBSYxdhwCf91,2400000,Petrol,Automatic,Toyota,Corolla,2006,Blue,Nigerian Used,299999.0,1800.0,Registered,Registered,,,,,,,NASARAWA
pCWStSqXL8SDUvz1NEbK6c9A,6240000,Petrol,Automatic,Mercedes-Benz,M Class,2009,Black,Nigerian Used,73296.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
l75wzxbAPFaH3HUi2e5nf6lA,2100000,Petrol,Automatic,Ford,Escape,2010,Blue,Nigerian Used,221841.0,2500.0,Registered,Registered,SUV,Limited,Front Wheel,5.0,6.0,269.0,Lagos
312p0BMOUUKAyD1KuZ7cJo78,5250000,Petrol,Automatic,Land Rover,Lr4,2012,Gray,Nigerian Used,122945.0,5000.0,Registered,Registered,SUV,HSE,,,,,LAGOS
yyXL59H9isBw3o3bpJOZABXF,2100000,Petrol,Automatic,Volvo,S80,2010,Gold,Nigerian Used,262497.0,3200.0,Registered,Registered,Sedan,3.2,Front Wheel,5.0,6.0,238.0,Lagos
ddLUv7aBlTdI2e47I5ALeUbd,1775000,Petrol,Automatic,Peugeot,406,2003,Blue,Nigerian Used,384104.0,2000.0,Registered,Registered,,,,,,,
rftHmQyuNjdihM1Acy411mLg,7450000,Petrol,Automatic,Honda,CR-V,2016,Red,Nigerian Used,77713.0,2400.0,Registered,Registered,SUV,,,,,,
i1cDbjZ8ORRyoKPhcHK5qUPn,2205000,Petrol,Automatic,Toyota,Corolla,2006,Blue,Nigerian Used,354486.0,1800.0,Registered,Registered,,,,,,,
BJ9mWitLooNzi3XVonx94gpm,2975000,Petrol,Automatic,Mazda,3,2012,White,Foreign Used,204498.0,,Imported,Imported,,,,,,,
nN9XEZvjOR1CeYbn3iOPkIU3,1560000,Petrol,Automatic,Toyota,Camry,2002,Gray,Nigerian Used,225059.0,2400.0,Registered,Registered,,,,,,,Lagos State
ozBODII0sS774d2bjg6o4DR4,7350000,Petrol,Automatic,Lexus,RX 350,2012,White,Nigerian Used,52351.0,3500.0,Registered,Imported,SUV,,,,,,Lagos
zDtQQUDu7lA49hpkEpVKGNmR,1785000,Petrol,Automatic,Mitsubishi,Outlander,2007,Black,Nigerian Used,146454.0,3000.0,Registered,Imported,SUV,3.0,All Wheel,5.0,6.0,223.0,Lagos
CcMG3a3SSIRldhhn7k4ye8Bx,4680000,Petrol,Automatic,Lexus,ES,2011,Gray,Nigerian Used,139020.0,3500.0,Registered,Registered,Sedan,350,Front,5.0,6.0,,RIVERS STATE
6hJkLwEA8dIMhDTpC5njLZe2,1665000,Petrol,Automatic,Honda,Accord,2007,Black,Nigerian Used,313120.0,24000.0,Registered,Registered,,,,,,,
jTiCO6OzbcFVa2NWNVDxeP3G,1890000,Petrol,Automatic,Mazda,MX-3,2008,Black,Nigerian Used,179818.0,2000.0,Registered,Imported,,,,,,,KADUNA
hOGcR52pUCkwWs8qPaZIDn34,4160000,Petrol,Automatic,Mazda,CX-9,2010,White,Nigerian Used,176788.0,3700.0,Registered,Registered,SUV,Touring,Front Wheel,7.0,6.0,277.0,RIVERS STATE
u2WylsHC85k9APM17rS7SVh9,1890000,Petrol,Automatic,Toyota,4-Runner,2005,Brown,Nigerian Used,105413.0,4000.0,Registered,Imported,SUV,,,,,,LAGOS STATE
fqLMCoHDf8PM6Sizf33wuDDb,1680000,Petrol,Automatic,Toyota,Sienna,2003,Silver,Nigerian Used,397014.0,3000.0,Registered,Registered,SUV,,,,,,OSUN
k0Ro7csRjuuZA5bbjtN8aS9F,1890000,Petrol,CVT,Nissan,Murano,2011,Red,Nigerian Used,102760.0,3500.0,Registered,Registered,SUV,LE,Front Wheel,5.0,6.0,264.0,
zDtQQUDu7lA49hpkEpVKGNmR,1785000,Petrol,Automatic,Mitsubishi,Outlander,2007,Black,Nigerian Used,146454.0,3000.0,Registered,Imported,SUV,3.0,All Wheel,5.0,6.0,223.0,Lagos
xkenCf6evpL87FYfegJejtlC,1560000,Petrol,Automatic,Toyota,Sienna,2001,Silver,Nigerian Used,269154.0,3000.0,Registered,Registered,Van,LE,Front Wheel,7.0,6.0,210.0,Lagos
uuAEuLa0TPdt6MjPRl1uUpdX,1664000,Petrol,Automatic,Toyota,Camry,1997,Gold,Nigerian Used,295695.0,2200.0,Registered,Imported,,,,,,,LAGOS
3XFwi8kkovVGDM2vVROoQUZb,1785000,Petrol,Automatic,Jeep,Cherokee,2006,Silver,Nigerian Used,164749.0,3700.0,Registered,Registered,SUV,,,,,,Lagos
oMfi0BA6O05SZqPru1J4BvBo,1890000,Petrol,Automatic,Toyota,Camry,2005,Blue,Nigerian Used,482634.0,2400.0,Registered,Registered,,,,,,,
nF02F650YU5JX4nFzTzvKsev,2100000,Petrol,Automatic,Kia,Cerato,2012,Black,Nigerian Used,141479.0,1600.0,Registered,Registered,,,,,,,
fqLMCoHDf8PM6Sizf33wuDDb,1680000,Petrol,Automatic,Toyota,Sienna,2003,Silver,Nigerian Used,397014.0,3000.0,Registered,Registered,SUV,,,,,,OSUN
oP6bK26u2L3NrAfWrD0tayIo,3990000,Petrol,Automatic,Lexus,RX 350,2009,White,Nigerian Used,171352.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
iiYxmgOKy1fWubu9kanDz7ra,5230000,Petrol,Automatic,Mercedes-Benz,C250,2012,Silver,Nigerian Used,232296.0,,Registered,Registered,,,,,,,LAGOS
u2WylsHC85k9APM17rS7SVh9,1890000,Petrol,Automatic,Toyota,4-Runner,2005,Brown,Nigerian Used,105413.0,4000.0,Registered,Imported,SUV,,,,,,LAGOS STATE
avaOJDCBsNXTJl8d124RuKKa,2080000,Petrol,Manual,Peugeot,307,2005,Silver,Foreign Used,487098.0,1600.0,Imported,Imported,,,,,,,
fdgn92KLPeyHwdoAHapUIXOF,2392000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,237530.0,2400.0,Registered,Imported,,,,,,,OSUN
fsKcTufRRJqAlPq2QkDLlADg,3885000,Petrol,Automatic,Lexus,RX 350,2009,Green,Nigerian Used,259124.0,3500.0,Registered,Registered,SUV,,,,,,Lagos
hsMsjcpZOFTabGSUdKwhxUyw,3360000,Petrol,Automatic,Toyota,Camry,2012,Black,Nigerian Used,131278.0,2500.0,Registered,Imported,Sedan,SE 4dr Sedan (2.5L 4cyl 6A),Front,5.0,4.0,178.0,
kdek8rZFNjJ9pug7lTDj7nKF,1575000,Petrol,Manual,Mazda,5,2006,Black,Nigerian Used,208455.0,1800.0,Registered,Registered,Minivan,1.8 Comfort,Front Wheel,5.0,4.0,120.0,OGUN
fdgn92KLPeyHwdoAHapUIXOF,2392000,Petrol,Automatic,Honda,Accord,2008,Black,Nigerian Used,237530.0,2400.0,Registered,Imported,,,,,,,OSUN
psCFuoYpkl57c0lLOkIqPbO9,1872000,Petrol,Automatic,Toyota,Sienna,2000,Green,Nigerian Used,316577.0,3000.0,Registered,Imported,,,,,,,NIGER
xkenCf6evpL87FYfegJejtlC,1560000,Petrol,Automatic,Toyota,Sienna,2001,Silver,Nigerian Used,269154.0,3000.0,Registered,Registered,Van,LE,Front Wheel,7.0,6.0,210.0,Lagos
iiYxmgOKy1fWubu9kanDz7ra,5230000,Petrol,Automatic,Mercedes-Benz,C250,2012,Silver,Nigerian Used,232296.0,,Registered,Registered,,,,,,,LAGOS
oFyCPUBRKqoSBZXJ4exakcH9,3675000,Petrol,Automatic,Lexus,RX 350,2007,Silver,Nigerian Used,94472.0,3500.0,Registered,Imported,SUV,,,,,,
8FIdxj47frdwn23S8zggjWgW,2730000,Petrol,Automatic,Hyundai,Elantra,2013,Blue,Nigerian Used,96436.0,1800.0,Registered,Registered,,,,,,,
axzGkpzSmmDfBhPwGjwHsI6H,3990000,Petrol,Automatic,Lexus,RX 350,2009,Black,Nigerian Used,124919.0,3500.0,Registered,Registered,SUV,,,,,,Lagos
uqsZltpxXcqw9hAVO9tRYQpx,1890000,Petrol,Automatic,Infiniti,FX,2004,Black,Nigerian Used,199860.0,4500.0,Registered,Registered,,,,,,,LAGOS
uaWLDvMvWq0Mz2WqseGRZpif,3432000,Petrol,Automatic,Mazda,CX-9,2008,Red,Nigerian Used,215667.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
f4jr98xnNqSYxkYpe3rccoRJ,2415000,Petrol,Automatic,Toyota,Corolla,2010,Silver,Nigerian Used,249523.0,1800000.0,Registered,Registered,,,,,,,Abuja
aZkitybhsUFgYl2qC8KqDiIy,1785000,Petrol,Automatic,Toyota,Corolla,2004,Blue,Nigerian Used,197886.0,1800.0,Registered,Registered,,,,,,,
uWTfcnujiaiPJ38byl3wlZE5,2450000,Petrol,Automatic,Volkswagen,Passat,2011,Black,Nigerian Used,103085.0,2000.0,Registered,Registered,,,,,,,Abuja
BTrqT50PesS9Nm2dZrptzB5s,2520000,Petrol,Automatic,Kia,Rio,2014,White,Nigerian Used,97181.0,1600.0,Registered,Registered,Sedan,EX 4dr Sedan (1.6L 4cyl 6A),,,4.0,,LAGOS
3mJ4fBshkr2t6QxtfmYlVOZC,2850000,Petrol,Automatic,Hyundai,Santa Fe,2011,Black,Nigerian Used,182469.0,2400.0,Registered,Registered,SUV,,,,,,ABUJA
aG7YwxRwJSNfBa01vgQmZxt7,1890000,Petrol,Automatic,Infiniti,M,2007,Green,Nigerian Used,167464.0,3500.0,Registered,Registered,Sedan,35 4WD,All Wheel,5.0,6.0,279.0,Lagos
klF2opDudLjEBAmgR0Edsz9l,1560000,Petrol,Automatic,Toyota,Camry,2001,Gold,Nigerian Used,174215.0,2200.0,Registered,Registered,,,,,,,
diGxRTljLNU5Og3VOiJSR48L,1680000,Petrol,Automatic,Toyota,Camry,2003,Gray,Nigerian Used,113701.0,3000.0,Registered,Registered,Sedan,LE V6 4dr Sedan (3.0L 6cyl 5A),Front,5.0,6.0,210.0,ABUJA
A5g40Rjb0yiCW9ZlT8hapzvR,7140000,Petrol,Automatic,Lexus,RX 350,2010,Black,Nigerian Used,59844.0,35000.0,Registered,Imported,SUV,,,,,,LAGOS
fSPKzoLBCqHRMF7K9noFGW5C,1768000,Petrol,Automatic,Honda,Accord,2007,Silver,Nigerian Used,197964.0,2400.0,Registered,Imported,,,,,,,LAGOS
q2icbDRwDA2RyN3w3OGnnlMx,2320000,Petrol,Manual,Peugeot,307,2008,Red,Nigerian Used,149454.0,1600.0,Registered,Registered,,,,,,,
sHzk1zF1gw1jzkwL10HPnqkA,2625000,Petrol,Automatic,Toyota,Sienna,2007,Green,Nigerian Used,123203.0,3300.0,Registered,Imported,Minivan,XLE Limited,Front Wheel,7.0,6.0,270.0,ENUGU
oItiB9B7tnGlTZUrSKVLFQVD,3045000,Petrol,Automatic,Mercedes-Benz,C300,2010,White,Nigerian Used,174157.0,3000.0,Registered,Imported,Sedan,Luxury 4Matic Sedan AWD (3.0L 6cyl 7A),All Wheel,5.0,6.0,228.0,LAGOS
fRcLxUWXALh94MiFFJ5XLqM8,1785000,Petrol,Automatic,Toyota,4-Runner,1996,Green,Nigerian Used,286059.0,3500.0,Registered,Registered,SUV,,,,,,Lagos
z2H5ilrr9EeztjPoWD7ThtWj,1680000,Petrol,Automatic,Peugeot,407,2004,Green,Nigerian Used,126987.0,18000.0,Registered,Registered,,,,,,,Abuja
mVMCqTDcgA8EsC7zvlzK9WTF,2600000,Petrol,Automatic,Ford,Edge,2008,Blue,Nigerian Used,89461.0,350000.0,Registered,Registered,SUV,,,,,,Abuja
pFOIgBkoX1xAxgVoGubfiShV,3150000,Petrol,Automatic,Peugeot,408,2015,Black,Nigerian Used,121488.0,2000.0,Registered,Imported,,,,,,,RIVERS
whh8poo73ZEJxioyGGUVGjEM,2782500,Petrol,CVT,Honda,Jazz,2005,Orange,Foreign Used,157639.0,1400.0,Imported,Imported,,,,,,,
BoVMQqFOt94AtD6kxe3akNci,2835000,Petrol,Automatic,Acura,MDX,2007,Black,Nigerian Used,111046.0,3700.0,Registered,Imported,SUV,SUV 4dr AWD (3.7 6cyl 5A),All Wheel,7.0,6.0,300.0,Lagos
CeXupDEuVoFxqrKuQzD35OZM,1575000,Petrol,Manual,Peugeot,406,2008,Blue,Nigerian Used,312054.0,1700.0,Registered,Registered,,,,,,,
3pPLJvL2phEPak58yL7qpApb,2625000,Petrol,Automatic,Toyota,Camry,2007,Green,Nigerian Used,149079.0,2400.0,Registered,Registered,,,,,,,
ieIhi3hk9UmyufllC7OpgjOU,2288000,Petrol,Automatic,Toyota,Matrix,2005,Gray,Nigerian Used,238325.0,1800.0,Registered,Imported,,,,,,,
q3vtA57j2PMC8VKunxExAkhv,3120000,Petrol,Automatic,Mercedes-Benz,E350,2008,Black,Nigerian Used,255368.0,3500.0,Registered,Registered,Sedan,Base 4dr Sedan RWD (3.5L 6cyl 7A),Rear Wheel,5.0,6.0,268.0,ABUJA
s89eP3VgEJBUp0wuY6gez8nc,1890000,Petrol,Manual,Toyota,Matrix,2003,Silver,Nigerian Used,123158.0,2500.0,Registered,Registered,,,,,,,Lagos
aefCTtmGGckrzk6PCSxNYAx,3120000,Petrol,Automatic,Toyota,Corolla,2008,Black,Nigerian Used,283311.0,1800.0,Registered,Registered,Sedan,1.8,Front,5.0,4.0,,ABUJA
mZAticE1SEz7MCV0mJCrI3tb,1768000,Petrol,Automatic,Honda,Accord,2007,Black,Nigerian Used,185211.0,3000.0,Registered,Registered,Sedan,Sedan EX-L V-6 Automatic,Front Wheel,5.0,6.0,247.0,ABUJA
xuME8FMBKArs4KP0nIDe3knS,2340000,Petrol,CVT,Nissan,Qashqai,2013,Gray,Nigerian Used,103527.0,2000.0,Registered,Registered,SUV,,,,,,LAGOS
xdPMfz0Zvara8fKjjDQQhWDJ,1575000,Petrol,CVT,Volkswagen,Passat,2006,Blue,Nigerian Used,223854.0,2000.0,Registered,Imported,,,,,,,
kh9btOnIr53uuskYizJ8IkoU,1575000,Petrol,Automatic,Mazda,6,2004,Gray,Nigerian Used,360890.0,2400.0,Registered,Imported,,,,,,,BENIN
77MvdhSb5fFljzLuY19bPEw,2704000,Petrol,Automatic,Mercedes-Benz,E350,2006,Silver,Nigerian Used,135789.0,3500.0,Registered,Registered,,,,,,,
cSFs7hYQoFTov3HG1T1j9En9,5096000,Petrol,Automatic,Toyota,Corolla,2009,Black,Foreign Used,168055.0,1800.0,Imported,Imported,,,,,,,
jUOWxQpCT9cZsfAl1Kwu6Qhz,7800000,Petrol,Automatic,Ford,Escape,2014,Silver,Foreign Used,145103.0,4000.0,Imported,Imported,SUV,,,,,,
dlUX8NQY8N3SnuVMjleyAQIA,2310000,Petrol,Automatic,Toyota,4-Runner,2003,Gold,Nigerian Used,229856.0,4000.0,Registered,Registered,SUV,,,,,,LAGOS
3fNyJOA9T5fKdcJCyxoI8KHS,2756000,Petrol,Automatic,Lexus,ES,2003,Burgandy,Nigerian Used,203283.0,3000.0,Registered,Imported,Sedan,300,Front Wheel,5.0,6.0,210.0,RIVERS
i1nqlm7oKFUSldfh0YI3Yhgp,2415000,Petrol,Automatic,Nissan,Quest,2006,Gray,Foreign Used,182303.0,3500.0,Imported,Imported,,,,,,,
kh9btOnIr53uuskYizJ8IkoU,1575000,Petrol,Automatic,Mazda,6,2004,Gray,Nigerian Used,360890.0,2400.0,Registered,Imported,,,,,,,BENIN
s89eP3VgEJBUp0wuY6gez8nc,1890000,Petrol,Manual,Toyota,Matrix,2003,Silver,Nigerian Used,123158.0,2500.0,Registered,Registered,,,,,,,Lagos
dlUX8NQY8N3SnuVMjleyAQIA,2310000,Petrol,Automatic,Toyota,4-Runner,2003,Gold,Nigerian Used,229856.0,4000.0,Registered,Registered,SUV,,,,,,LAGOS
rUaJZe0iFxcmAZ55DIXwxI7g,2535000,Petrol,Automatic,Toyota,RAV4,2006,Gray,Nigerian Used,198595.0,3500.0,Registered,Registered,SUV,,,,,,LAGOS
xuME8FMBKArs4KP0nIDe3knS,2340000,Petrol,CVT,Nissan,Qashqai,2013,Gray,Nigerian Used,103527.0,2000.0,Registered,Registered,SUV,,,,,,LAGOS
d3Eiaf4UV32cjkUqBlDOe0GQ,1627500,Petrol,Manual,Mitsubishi,Spacestar,1999,Blue,Foreign Used,165129.0,1300.0,Imported,Imported,,,,,,,
5LHemWWN3qvRXcRDcVYQeUXr,2625000,Petrol,Automatic,Chrysler,Town&Country,2008,Gold,Foreign Used,213119.0,4000.0,Imported,Imported,,,,,,,
baG5oB4tlOXiDexleMLh33ig,1872000,Petrol,Automatic,Honda,Odyssey,2005,Gray,Nigerian Used,,3500.0,Registered,Registered,,,,,,,
tV0MWNtDbXxjp8jwgPhri7MF,1785000,Petrol,Automatic,Acura,MDX,2001,Gray,Nigerian Used,134186.0,350000.0,Registered,Registered,SUV,,,,,,
5EIpMzfyHUtVXWicl5ZrUyBb,1890000,Petrol,Automatic,Infiniti,QX56,2008,Silver,Nigerian Used,144602.0,5600.0,Registered,Registered,,,,,,,DELTA
4X8OVaKMfhSDgO1IQzdW7GIs,2080000,Petrol,Automatic,Toyota,Avensis,2003,Silver,Nigerian Used,233235.0,2000.0,Registered,Imported,,,,,,,LAGOS
5isImIQwLdP3aFo28RyOdRI7,5460000,Petrol,Automatic,Chevrolet,Camaro,2010,Yellow,Foreign Used,87069.0,3600.0,Imported,Imported,,,,,,,
2IIVxtNOIILY5zHdILoqiy1f,2625000,Petrol,Automatic,Peugeot,407,2004,Green,Foreign Used,372338.0,30000.0,Imported,Imported,,,,,,,
5feevMccqLSf83swkhzp9jH2,7488000,Petrol,Automatic,Lexus,RX 350,2009,White,Foreign Used,75652.0,3500.0,Imported,Imported,SUV,,,,,,
yqVo4QAlJCnt5hgygWfJkNoe,3640000,Petrol,Automatic,Ford,Edge,2008,Gray,Nigerian Used,247212.0,3500.0,Registered,Registered,,,,,,,LAGOS
yQ8lGk3Ho0PmDI1BKKo3MrhV,4515000,Petrol,Automatic,BMW,3 Series,2006,Silver,Foreign Used,142931.0,300000.0,Imported,Imported,,,,,,,
jNBYzuRnpJvF7Am0M6MeDCdt,2835000,Petrol,Automatic,Acura,RDX,2007,Black,Nigerian Used,234696.0,3000.0,Registered,Imported,SUV,5-speed Automatic,All Wheel,5.0,4.0,243.0,AKURE
u6aLqp553fBjYo1ptHwurH9F,6825000,Petrol,Automatic,Honda,Element,2010,Black,Foreign Used,276384.0,2400.0,Imported,Imported,SUV,,,,,,
zPj6T67zKV9TPlQkDoKJv2oS,1465000,Petrol,Automatic,Nissan,Murano,2005,Gray,Nigerian Used,316122.0,3500.0,Registered,Registered,SUV,,,,,,
6oaMpLhhRcekQa3k1u5NbAit,2310000,Petrol,Automatic,Toyota,Highlander,2005,Gray,Nigerian Used,205529.0,3000.0,Registered,Registered,SUV,,,,,,
rIXTAfO4H1DrPg294dIsNJ2w,1404000,Petrol,Automatic,Honda,Accord,2003,Black,Nigerian Used,305762.0,3000.0,Registered,Imported,,Automatic,Front Wheel,,,,RIVERS
wJMeO5jxkSHcNTAYXHmj3uzb,4264000,Petrol,Automatic,Lexus,RX,2008,Gray,Nigerian Used,192561.0,3500.0,Registered,Imported,SUV,,,,,,LAGOS
9SNUQhbGJiq4xYNTwGAssA1z,5275000,Petrol,Automatic,Lexus,LS,2007,White,Foreign Used,465297.0,4600.0,Imported,Imported,Sedan,460 L RWD,Rear Wheel,5.0,8.0,380.0,
pDp8xbSV24arv3Re9AoeQVM7,1890000,Petrol,Automatic,Peugeot,408,2011,Gray,Nigerian Used,203729.0,2000.0,Registered,Registered,,,,,,,
